AC,ID,DE,TP
RF00356,snoR32_R81,Small nucleolar RNA R32/R81/Z41,Gene; snRNA; snoRNA; CD-box;
RF00357,snoR44_J54,Small nucleolar RNA R44/J54/Z268 family,Gene; snRNA; snoRNA; CD-box;
RF00358,snoZ101,Small nucleolar RNA Z101,Gene; snRNA; snoRNA; CD-box;
RF00359,snoZ102_R77,Small nucleolar RNA Z102/R77,Gene; snRNA; snoRNA; CD-box;
RF00360,snoZ107_R87,Small nucleolar RNA Z107/R87,Gene; snRNA; snoRNA; CD-box;
RF00361,snoZ119,Small nucleolar RNA Z119,Gene; snRNA; snoRNA; CD-box;
RF00362,Pospi_RY,Pospiviroid RY motif stem loop,Cis-reg;
RF00363,mir-BART1,mir-BART1 microRNA precursor family,Gene; miRNA;
RF00364,mir-BART2,mir-BART2 microRNA precursor family,Gene; miRNA;
RF00365,mir-BHRF1-1,mir-BHRF1-1 microRNA precursor family,Gene; miRNA;
RF00366,mir-BHRF1-2,mir-BHRF1-2 microRNA precursor family,Gene; miRNA;
RF00367,mir-BHRF1-3,mir-BHRF1-3 microRNA precursor family,Gene; miRNA;
RF00368,sroB,sroB RNA,Gene; sRNA;
RF00369,sroC,sroC RNA,Gene; sRNA;
RF00370,sroD,sroD RNA,Gene; sRNA;
RF00371,sroE,sroE RNA,Gene; sRNA;
RF00372,sroH,sroH RNA,Gene; sRNA;
RF00373,RNaseP_arch,Archaeal RNase P,Gene; ribozyme;
RF00374,Gammaretro_CES,Gammaretrovirus core encapsidation signal,Cis-reg;
RF00375,HIV_PBS,HIV primer binding site (PBS),Cis-reg;
RF00376,HIV_GSL3,HIV gag stem loop 3 (GSL3),Cis-reg;
RF00377,snoU6-53,Small nucleolar RNA U6-53/MBII-28,Gene; snRNA; snoRNA; CD-box;
RF00378,Qrr,Qrr RNA,Gene; sRNA;
RF00379,ydaO-yuaA,ydaO/yuaA leader,Cis-reg; riboswitch;
RF00380,M-box,M-box riboswitch (ykoK leader),Cis-reg; riboswitch;
RF00381,Antizyme_FSE,Antizyme RNA frameshifting stimulation element,Cis-reg; frameshift_element;
RF00382,DnaX,DnaX ribosomal frameshifting element,Cis-reg; frameshift_element;
RF00383,IS1222_FSE,Insertion sequence IS1222 ribosomal frameshifting element,Cis-reg; frameshift_element;
RF00384,Pox_AX_element,Poxvirus AX element late mRNA cis-regulatory element,Cis-reg;
RF00385,IBV_D-RNA,Infectious bronchitis virus D-RNA,Cis-reg;
RF00386,Entero_5_CRE,Enterovirus 5' cloverleaf cis-acting replication element,Cis-reg;
RF00387,IRES_FGF1,FGF-1 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00388,Anti-Q_RNA,Anti-Q RNA,Gene; antisense;
RF00389,satBaMV_CRE,Bamboo mosaic virus satellite RNA cis-regulatory element,Cis-reg;
RF00390,UPSK,UPSK RNA,Cis-reg;
RF00391,RtT,RtT RNA,Cis-reg;
RF00392,SNORA5,Small nucleolar RNA SNORA5,Gene; snRNA; snoRNA; HACA-box;
RF00393,SNORA8,Small nucleolar RNA SNORA8,Gene; snRNA; snoRNA; HACA-box;
RF00394,SNORA4,Small nucleolar RNA SNORA4,Gene; snRNA; snoRNA; HACA-box;
RF00396,SNORA13,Small nucleolar RNA SNORA13,Gene; snRNA; snoRNA; HACA-box;
RF00397,SNORA14,Small nucleolar RNA SNORA14,Gene; snRNA; snoRNA; HACA-box;
RF00398,SNORA15,Small nucleolar RNA SNORA15,Gene; snRNA; snoRNA; HACA-box;
RF00399,SNORA24,Small nucleolar RNA SNORA24,Gene; snRNA; snoRNA; HACA-box;
RF00400,SNORA28,Small nucleolar RNA SNORA28,Gene; snRNA; snoRNA; HACA-box;
RF00401,SNORA20,Small nucleolar RNA SNORA20,Gene; snRNA; snoRNA; HACA-box;
RF00402,SNORA25,Small nucleolar RNA SNORA25,Gene; snRNA; snoRNA; HACA-box;
RF00403,SNORA41,Small nucleolar RNA SNORA41,Gene; snRNA; snoRNA; HACA-box;
RF00404,SNORA46,Small nucleolar RNA SNORA46,Gene; snRNA; snoRNA; HACA-box;
RF00405,SNORA44,Small nucleolar RNA SNORA44,Gene; snRNA; snoRNA; HACA-box;
RF00406,SNORA42,Small nucleolar RNA SNORA42/SNORA80 family,Gene; snRNA; snoRNA; HACA-box;
RF00407,SNORA50,Small nucleolar RNA SNORA50,Gene; snRNA; snoRNA; HACA-box;
RF00408,SNORA1,Small nucleolar RNA SNORA1,Gene; snRNA; snoRNA; HACA-box;
RF00409,SNORA7,Small nucleolar RNA SNORA7,Gene; snRNA; snoRNA; HACA-box;
RF00410,SNORA2,Small nucleolar RNA SNORA2/SNORA34 family,Gene; snRNA; snoRNA; HACA-box;
RF00411,SNORA9,Small nucleolar RNA SNORA9,Gene; snRNA; snoRNA; HACA-box;
RF00412,SNORA21,Small nucleolar RNA SNORA21,Gene; snRNA; snoRNA; HACA-box;
RF00413,SNORA19,Small nucleolar RNA SNORA19,Gene; snRNA; snoRNA; HACA-box;
RF00414,SNORA22,Small nucleolar RNA SNORA22,Gene; snRNA; snoRNA; HACA-box;
RF00415,SNORA30,Small nucleolar RNA SNORA30/SNORA37 family,Gene; snRNA; snoRNA; HACA-box;
RF00416,SNORA43,Small nucleolar RNA SNORA43,Gene; snRNA; snoRNA; HACA-box;
RF00417,SNORA56,Small nucleolar RNA SNORA56,Gene; snRNA; snoRNA; HACA-box;
RF00418,SNORA58,Small nucleolar RNA SNORA58,Gene; snRNA; snoRNA; HACA-box;
RF00419,SNORA52,Small nucleolar RNA SNORA52,Gene; snRNA; snoRNA; HACA-box;
RF00420,SNORA61,Small nucleolar RNA SNORA61,Gene; snRNA; snoRNA; HACA-box;
RF00421,SNORA32,Small nucleolar RNA SNORA32,Gene; snRNA; snoRNA; HACA-box;
RF00422,SCARNA24,Small Cajal body specific RNA 24,Gene; snRNA; snoRNA; scaRNA;
RF00423,SCARNA4,Small Cajal body specific RNA 4,Gene; snRNA; snoRNA; scaRNA;
RF00424,SCARNA16,Small Cajal body specific RNA 16,Gene; snRNA; snoRNA; scaRNA;
RF00425,SNORA18,Small nucleolar RNA SNORA18,Gene; snRNA; snoRNA; HACA-box;
RF00426,SCARNA15,Small Cajal body specific RNA 15,Gene; snRNA; snoRNA; scaRNA;
RF00427,SCARNA23,Small Cajal body specific RNA 23,Gene; snRNA; snoRNA; scaRNA;
RF00428,SNORA38,Small nucleolar RNA SNORA38,Gene; snRNA; snoRNA; HACA-box;
RF00429,SNORA29,Small nucleolar RNA SNORA29,Gene; snRNA; snoRNA; HACA-box;
RF00430,SNORA54,Small nucleolar RNA SNORA54,Gene; snRNA; snoRNA; HACA-box;
RF00431,SNORA55,Small nucleolar RNA SNORA55,Gene; snRNA; snoRNA; HACA-box;
RF00432,SNORA51,Small nucleolar RNA SNORA51,Gene; snRNA; snoRNA; HACA-box;
RF00433,Hsp90_CRE,Hsp90 cis-regulatory element,Cis-reg; thermoregulator;
RF00434,BTE,Luteovirus cap-independent translation element (BTE),Cis-reg;
RF00435,ROSE,Repression of heat shock gene expression (ROSE) element,Cis-reg; thermoregulator;
RF00436,UnaL2,UnaL2 LINE 3' element,Cis-reg;
RF00437,HLE,Hairy RNA localisation element (HLE),Cis-reg;
RF00438,SNORA33,Small nucleolar RNA SNORA33,Gene; snRNA; snoRNA; HACA-box;
RF00439,SNORD87,Small nucleolar RNA SNORD87,Gene; snRNA; snoRNA; CD-box;
RF00440,SNORD37,Small nucleolar RNA SNORD37,Gene; snRNA; snoRNA; CD-box;
RF00441,snoZ242,Small nucleolar RNA Z242,Gene; snRNA; snoRNA; CD-box;
RF00442,ykkC-yxkD,Guanidine-I riboswitch,Cis-reg; riboswitch;
RF00443,SNORA27,Small nucleolar RNA SNORA27,Gene; snRNA; snoRNA; HACA-box;
RF00444,PrrF,PrrF RNA,Gene; sRNA;
RF00445,mir-399,mir-399 microRNA precursor family,Gene; miRNA;
RF00446,mir-133,mir-133 microRNA precursor family,Gene; miRNA;
RF00447,IRES_Kv1_4,Voltage-gated potassium-channel Kv1.4 IRES,Cis-reg; IRES;
RF00448,IRES_EBNA,Epstein-Barr virus nuclear antigen (EBNA) IRES,Cis-reg; IRES;
RF00449,IRES_HIF1,HIF-1 alpha IRES,Cis-reg; IRES;
RF00451,mir-395,mir-395 microRNA precursor family,Gene; miRNA;
RF00452,mir-172,mir-172 microRNA precursor family,Gene; miRNA;
RF00453,Cardiovirus_CRE,Cardiovirus cis-acting replication element (CRE),Cis-reg;
RF00454,p27_CRE,p27 cis-regulatory element,Cis-reg;
RF00455,mir-15,mir-15 microRNA precursor family,Gene; miRNA;
RF00456,mir-34,mir-34 microRNA precursor family,Gene; miRNA;
RF00457,IRES_mnt,Mnt IRES,Cis-reg; IRES;
RF00458,IRES_Cripavirus,Cripavirus internal ribosome entry site (IRES),Cis-reg; IRES;
RF00459,MPMV_package,Mason-Pfizer monkey virus packaging signal,Cis-reg;
RF00460,U1A_PIE,U1A polyadenylation inhibition element (PIE),Cis-reg;
RF00461,IRES_VEGF_A,Vascular endothelial growth factor (VEGF) IRES A,Cis-reg; IRES;
RF00462,IRES_APC,APC internal ribosome entry site (IRES),Cis-reg; IRES;
RF00463,ApoB_5_CRE,Apolipoprotein B (apoB) 5' UTR cis-regulatory element,Cis-reg;
RF00464,mir-92,mir-92 microRNA precursor family,Gene; miRNA;
RF00467,RSV_PBS,Rous sarcoma virus (RSV) primer binding site (PBS),Cis-reg;
RF00468,HCV_SLVII,Hepatitis C virus stem-loop VII,Cis-reg;
RF00470,Toga_5_CRE,Togavirus 5' plus strand cis-regulatory element,Cis-reg;
RF00471,snosnR48,Small nucleolar RNA snR48,Gene; snRNA; snoRNA; CD-box;
RF00472,snosnR55,Small nucleolar RNA snR55/Z10,Gene; snRNA; snoRNA; CD-box;
RF00473,snosnR54,Small nucleolar RNA snR54,Gene; snRNA; snoRNA; CD-box;
RF00474,snosnR57,Small nucleolar RNA snR57,Gene; snRNA; snoRNA; CD-box;
RF00475,snosnR69,Small nucleolar RNA snR69,Gene; snRNA; snoRNA; CD-box;
RF00476,snosnR61,Small nucleolar RNA snR61/Z1/Z11,Gene; snRNA; snoRNA; CD-box;
RF00477,snosnR66,Small nucleolar RNA snR66,Gene; snRNA; snoRNA; CD-box;
RF00478,SCARNA6,Small Cajal body specific RNA 6,Gene; snRNA; snoRNA; scaRNA;
RF00479,snosnR71,Small nucleolar RNA snR71,Gene; snRNA; snoRNA; CD-box;
RF00480,HIV_FE,HIV Ribosomal frameshift signal,Cis-reg; frameshift_element;
RF00481,HCV_X3,Hepatitis C virus 3' X element,Cis-reg;
RF00482,snoF1_F2,Small nucleolar RNA F1/F2/snoR5a,Gene; snRNA; snoRNA; HACA-box;
RF00483,IRES_IGF2,Insulin-like growth factor II IRES,Cis-reg; IRES;
RF00484,IRES_Cx32,Connexin-32 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00485,K_chan_RES,Potassium channel RNA editing signal,Cis-reg;
RF00486,mir-129,mir-129 microRNA precursor family,Gene; miRNA;
RF00487,IRES_Cx43,Connexin-43 internal ribosome entry site (IRES),Cis-reg; IRES;
RF00488,U1_yeast,Yeast U1 spliceosomal RNA,Gene; snRNA; splicing;
RF00489,ctRNA_p42d,ctRNA,Gene; antisense;
RF00490,S-element,S-element,Cis-reg;
RF00492,SCARNA17,small Cajal body-specific RNA 17,Gene; snRNA; snoRNA; scaRNA;
RF00493,snoU2-30,Small nucleolar RNA U2-30,Gene; snRNA; snoRNA; CD-box;
RF00494,snoU2_19,Small nucleolar RNA U2-19,Gene; snRNA; snoRNA; CD-box;
RF00495,IRES_Hsp70,Heat shock protein 70 (Hsp70) internal ribosome entry site (IRES),Cis-reg; IRES;
RF00498,EAV_LTH,Equine arteritis virus leader TRS hairpin (LTH),Cis-reg; leader;
RF00499,Parecho_CRE,Human parechovirus 1 (HPeV1) cis regulatory element (CRE),Cis-reg;
RF00500,TCV_H5,Turnip crinkle virus (TCV) repressor of minus strand synthesis H5,Cis-reg;
RF00501,Rota_CRE,Rotavirus cis-acting replication element (CRE),Cis-reg;
RF00502,TCV_Pr,Turnip crinkle virus (TCV) core promoter hairpin (Pr),Cis-reg;
RF00503,RNAIII,RNAIII,Gene;
RF00504,Glycine,Glycine riboswitch,Cis-reg; riboswitch;
RF00505,RydC,RydC RNA,Gene; sRNA;
RF00506,Thr_leader,Threonine operon leader,Cis-reg; leader;
RF00507,Corona_FSE,Coronavirus frameshifting stimulation element,Cis-reg; frameshift_element;
RF00509,snosnR64,Small nucleolar RNA snR64,Gene; snRNA; snoRNA; CD-box;
RF00510,Tombus_IRE,Tombusvirus internal replication element (IRE),Cis-reg;
RF00511,IRES_KSHV,Kaposi's sarcoma-associated herpesvirus internal ribosome entry site,Cis-reg; IRES;
RF00512,Leu_leader,Leucine operon leader,Cis-reg; leader;
RF00513,Trp_leader,Tryptophan operon leader,Cis-reg; leader;
RF00514,His_leader,Histidine operon leader,Cis-reg; leader;
RF00515,PyrR,PyrR binding site,Cis-reg;
RF00516,ylbH,ylbH leader,Cis-reg; leader;
RF00517,serC,serC leader,Cis-reg; leader;
RF00518,speF,speF leader,Cis-reg; leader;
RF00519,suhB,Makes More Granules Regulator RNA (mmgR),Gene; sRNA;
RF00520,ybhL,ybhL leader,Cis-reg; leader;
RF00521,SAM_alpha,SAM riboswitch (alpha-proteobacteria),Cis-reg; riboswitch;
RF00522,PreQ1,PreQ1 riboswitch,Cis-reg; riboswitch;
RF00523,Prion_pknot,Prion pseudoknot,Cis-reg;
RF00524,R2_retro_el,R2 RNA element,Cis-reg;
RF00525,Flavivirus_DB,Flavivirus DB element,Cis-reg;
RF00526,snoMe28S-U3344,Small nucleolar RNA Me28S-U3344,Gene; snRNA; snoRNA; CD-box;
RF00527,snoMe28S-G3255,Small nucleolar RNA Me28S-Gm3255,Gene; snRNA; snoRNA; CD-box;
RF00528,snoMe28S-Gm1083,Small nucleolar RNA Me28S-Gm1083,Gene; snRNA; snoRNA; CD-box;
RF00529,snoMe28S-Am2589,Small nucleolar RNA Me28S-Am2589,Gene; snRNA; snoRNA; CD-box;
RF00530,snoMe28S-Cm2645,Small nucleolar RNA Me28S-Cm2645,Gene; snRNA; snoRNA; CD-box;
RF00531,snoMe28S-Gm3113,Small nucleolar RNA Me28S-Gm3113,Gene; snRNA; snoRNA; CD-box;
RF00532,snoMe18S-Um1356,Small nucleolar RNA Me18S-Um1356,Gene; snRNA; snoRNA; CD-box;
RF00533,snoMe18S-Gm1358,Small nucleolar RNA Me18S-Gm1358,Gene; snRNA; snoRNA; CD-box;
RF00534,SgrS,SgrS RNA,Gene; antisense;
RF00535,snoMe28S-Am982,Small nucleolar RNA Me28S-Am982,Gene; snRNA; snoRNA; CD-box;
RF00536,snoMe28S-Cm3227,Small nucleolar RNA Me28S-Cm3227,Gene; snRNA; snoRNA; CD-box;
RF00537,snoMe28S-Am2634,Small nucleolar RNA Me28S-Am2634,Gene; snRNA; snoRNA; CD-box;
RF00538,snoCD11,Small nucleolar RNA CD11,Gene; snRNA; snoRNA; CD-box;
RF00539,snoMe28S-Cm788,Small nucleolar RNA Me28S-Cm788,Gene; snRNA; snoRNA; CD-box;
RF00540,snopsi18S-1854,Small nucleolar RNA psi18S-1854,Gene; snRNA; snoRNA; HACA-box;
RF00541,snopsi28S-2876,Small nucleolar RNA psi28S-2876,Gene; snRNA; snoRNA; HACA-box;
RF00542,snopsi28S-1192,Small nucleolar RNA psi28S-1192,Gene; snRNA; snoRNA; HACA-box;
RF00543,snopsi18S-1377,Small nucleolar RNA psi18S-1377,Gene; snRNA; snoRNA; HACA-box;
RF00544,snopsi28S-3327,Small nucleolar RNA psi28S-3327,Gene; snRNA; snoRNA; HACA-box;
RF00545,snopsi18S-841,Small nucleolar RNA psi18S-841/snoR66,Gene; snRNA; snoRNA; HACA-box;
RF00546,snopsi28S-3316,Small nucleolar RNA psi28S-3316,Gene; snRNA; snoRNA; HACA-box;
RF00547,IRES_TrkB,TrkB IRES,Cis-reg; IRES;
RF00548,U11,U11 spliceosomal RNA,Gene; snRNA; splicing;
RF00549,IRES_c-sis,c-sis internal ribosome entry site (IRES),Cis-reg; IRES;
RF00550,HepE_CRE,Hepatitis E virus cis-reactive element,Cis-reg;
RF00551,bicoid_3,Bicoid 3'-UTR regulatory element,Cis-reg;
RF00552,rncO,rncO,Cis-reg;
RF00553,SCARNA1,Small Cajal body specific RNA 1,Gene; snRNA; snoRNA; scaRNA;
RF00554,SNORA48,Small nucleolar RNA SNORA48,Gene; snRNA; snoRNA; HACA-box;
RF00555,L13_leader,Ribosomal protein L13 leader,Cis-reg; leader;
RF00556,L19_leader,Ribosomal protein L19 leader,Cis-reg; leader;
RF00557,L10_leader,Ribosomal protein L10 leader,Cis-reg; leader;
RF00558,L20_leader,Ribosomal protein L20 leader,Cis-reg; leader;
RF00559,L21_leader,Ribosomal protein L21 leader,Cis-reg; leader;
RF00560,SNORA17,Small nucleolar RNA SNORA17,Gene; snRNA; snoRNA; HACA-box;
RF00561,SNORA40,Small nucleolar RNA SNORA40,Gene; snRNA; snoRNA; HACA-box;
RF00562,SNORA49,Small nucleolar RNA SNORA49,Gene; snRNA; snoRNA; HACA-box;
RF00563,SNORA53,Small nucleolar RNA SNORA53,Gene; snRNA; snoRNA; HACA-box;
RF00564,SCARNA11,Small Cajal body specific RNA 11,Gene; snRNA; snoRNA; scaRNA;
RF00565,SCARNA3,Small Cajal body specific RNA 3,Gene; snRNA; snoRNA; scaRNA;
RF00566,SNORA35,Small nucleolar RNA SNORA35,Gene; snRNA; snoRNA; HACA-box;
RF00567,SNORD17,Small nucleolar RNA SNORD17,Gene; snRNA; snoRNA; CD-box;
RF00568,SNORA26,Small nucleolar RNA SNORA26,Gene; snRNA; snoRNA; HACA-box;
RF00569,SNORD19,Small nucleolar RNA SNORD19,Gene; snRNA; snoRNA; CD-box;
RF00570,SNORD64,Small Nucleolar RNA SNORD64,Gene; snRNA; snoRNA; CD-box;
RF00571,SNORD65,Small nucleolar RNA SNORD65,Gene; snRNA; snoRNA; CD-box;
RF00572,SNORD66,Small nucleolar RNA SNORD66,Gene; snRNA; snoRNA; CD-box;
RF00573,SNORD67,Small nucleolar RNA SNORD67,Gene; snRNA; snoRNA; CD-box;
RF00574,SNORD69,Small nucleolar RNA SNORD69,Gene; snRNA; snoRNA; CD-box;
RF00575,SNORD70,Small nucleolar RNA SNORD70,Gene; snRNA; snoRNA; CD-box;
RF00576,SNORD71,Small nucleolar RNA SNORD71,Gene; snRNA; snoRNA; HACA-box;
RF00577,SNORD72,Small nucleolar RNA SNORD72,Gene; snRNA; snoRNA; CD-box;
RF00578,SNORD89,Small nucleolar RNA SNORD89,Gene; snRNA; snoRNA; CD-box;
RF00579,SNORD90,Small nucleolar RNA SNORD90,Gene; snRNA; snoRNA; CD-box;
RF00580,SNORD91,Small nucleolar RNA SNORD91 family,Gene; snRNA; snoRNA; CD-box;
RF00581,SNORD12,Small nucleolar SNORD12/SNORD106,Gene; snRNA; snoRNA; CD-box;
RF00582,SCARNA14,Small Cajal body specific RNA 14,Gene; snRNA; snoRNA; scaRNA;
RF00584,SNORD105,Small nucleolar RNA SNORD105,Gene; snRNA; snoRNA; CD-box;
RF00586,SNORA12,Small nucleolar RNA SNORA12,Gene; snRNA; snoRNA; HACA-box;
RF00588,SNORD41,Small nucleolar RNA SNORD41,Gene; snRNA; snoRNA; CD-box;
RF00591,SNORD77,Small nucleolar RNA SNORD77,Gene; snRNA; snoRNA; CD-box;
RF00592,SNORD78,Small nucleolar RNA SNORD78,Gene; snRNA; snoRNA; CD-box;
RF00593,snoU83B,Small nucleolar RNA U83B,Gene; snRNA; snoRNA; CD-box;
RF00594,SNORD86,Small nucleolar RNA SNORD86,Gene; snRNA; snoRNA; CD-box;
RF00598,SNORA76,Small nucleolar RNA SNORA76,Gene; snRNA; snoRNA; HACA-box;
RF00599,SNORA77,Small nucleolar RNA SNORA77,Gene; snRNA; snoRNA; HACA-box;
RF00600,SNORA79,Small nucleolar RNA SNORA79,Gene; snRNA; snoRNA; HACA-box;
RF00601,SCARNA20,Small Cajal body specific RNA 20,Gene; snRNA; snoRNA; scaRNA;
RF00602,SCARNA21,Small Cajal body specific RNA 21,Gene; snRNA; snoRNA; scaRNA;
RF00603,SNORD23,Small nucleolar RNA SNORD23,Gene; snRNA; snoRNA; CD-box;
RF00604,SNORD88,Small nucleolar RNA SNORD88,Gene; snRNA; snoRNA; CD-box;
RF00606,SNORD93,Small nucleolar RNA SNORD93,Gene; snRNA; snoRNA; CD-box;
RF00607,SNORD98,Small nucleolar RNA SNORD98,Gene; snRNA; snoRNA; CD-box;
RF00608,SNORD99,Small nucleolar RNA SNORD99,Gene; snRNA; snoRNA; CD-box;
RF00609,SNORD100,Small nucleolar RNA SNORD100,Gene; snRNA; snoRNA; CD-box;
RF00610,SNORD110,Small nucleolar RNA SNORD110,Gene; snRNA; snoRNA; CD-box;
RF00611,SNORD111,Small nucleolar RNA SNORD111,Gene; snRNA; snoRNA; CD-box;
RF00612,SNORD75,Small nucleolar RNA SNORD75,Gene; snRNA; snoRNA; CD-box;
RF00613,SNORD94,Small nucleolar RNA SNORD94,Gene; snRNA; snoRNA; CD-box;
RF00614,SNORA11,Small nucleolar RNA SNORA11,Gene; snRNA; snoRNA; HACA-box;
RF00615,LhrA,Listeria Hfq binding LhrA,Gene; sRNA;
RF00616,LhrC,Listeria LhrC,Gene; sRNA;
RF00617,cHP,Flavivirus capsid hairpin cHP,Cis-reg;
RF00618,U4atac,U4atac minor spliceosomal RNA,Gene; snRNA; splicing;
RF00619,U6atac,U6atac minor spliceosomal RNA,Gene; snRNA; splicing;
RF00620,HCV_ARF_SL,Hepatitis C alternative reading frame stem-loop,Cis-reg;
RF00621,CoTC_ribozyme,Beta-globin co-transcriptional cleavage ribozyme,Gene; ribozyme;
RF00622,CPEB3_ribozyme,Mammalian CPEB3 ribozyme,Gene; ribozyme;
RF00623,P1,Pseudomonas sRNA P1,Gene;
RF00624,P9,Pseudomonas sRNA P9,Gene;
RF00625,P11,Pseudomonas sRNA P11,Gene;
RF00626,Gurken,Gurken localisation signal,Cis-reg;
RF00627,P15,Pseudomonas sRNA P15,Gene;
RF00628,RgsA,RgsA sRNA,Gene; sRNA;
RF00629,P24,Pseudomonas sRNA P24,Gene;
RF00630,P26,Pseudomonas sRNA P26,Gene;
RF00632,sxy,sxy 5' UTR element,Cis-reg;
RF00634,SAM-IV,"S-adenosyl methionine (SAM) riboswitch,",Cis-reg; riboswitch;
RF00635,HAR1A,Highly accelerated region 1A/1B,Gene; lncRNA;
RF00636,NRON,ncRNA Repressor of NFAT (nuclear factor of activated T cells),Gene;
RF00637,mir-276,microRNA mir-276,Gene; miRNA;
RF00638,MIR159,microRNA MIR159,Gene; miRNA;
RF00639,mir-515,microRNA mir-515,Gene; miRNA;
RF00640,MIR167_1,microRNA MIR167_1,Gene; miRNA;
RF00641,mir-154,microRNA mir-154,Gene; miRNA;
RF00642,mir-23,microRNA mir-23,Gene; miRNA;
RF00643,MIR171_1,microRNA MIR171_1,Gene; miRNA;
RF00644,mir-27,microRNA mir-27,Gene; miRNA;
RF00645,MIR169_2,microRNA MIR169_2,Gene; miRNA;
RF00646,mir-204,microRNA mir-204,Gene; miRNA;
RF00647,MIR164,microRNA MIR164,Gene; miRNA;
RF00648,MIR396,microRNA MIR396,Gene; miRNA;
RF00649,mir-128,microRNA mir-128,Gene; miRNA;
RF00650,mir-153,microRNA mir-153,Gene; miRNA;
RF00651,mir-221,microRNA mir-221,Gene; miRNA;
RF00652,MIR478,microRNA MIR478,Gene; miRNA;
RF00653,mir-22,microRNA mir-22,Gene; miRNA;
RF00654,mir-216,microRNA mir-216,Gene; miRNA;
RF00655,mir-28,microRNA mir-28,Gene; miRNA;
RF00656,mir-205,microRNA mir-205,Gene; miRNA;
RF00657,mir-184,microRNA mir-184,Gene; miRNA;
RF00658,mir-21,microRNA mir-21,Gene; miRNA;
RF00659,mir-365,microRNA mir-365,Gene; miRNA;
RF00660,mir-214,microRNA mir-214,Gene; miRNA;
RF00661,mir-31,microRNA mir-31,Gene; miRNA;
RF00662,mir-132,microRNA mir-132,Gene; miRNA;
RF00663,mir-183,microRNA mir-183,Gene; miRNA;
RF00664,mir-223,microRNA mir-223,Gene; miRNA;
RF00665,mir-290,microRNA mir-290,Gene; miRNA;
RF00666,mir-32,mir-32 microRNA precursor family,Gene; miRNA;
RF00667,mir-33,microRNA mir-33,Gene; miRNA;
RF00668,mir-302,microRNA mir-302,Gene; miRNA;
RF00669,mir-96,microRNA mir-96,Gene; miRNA;
RF00670,mir-105,mir-105 microRNA precursor family,Gene; miRNA;
RF00671,mir-138,microRNA mir-138,Gene; miRNA;
RF00672,mir-190,microRNA mir-190,Gene; miRNA;
RF00673,mir-217,microRNA mir-217,Gene; miRNA;
RF00674,mir-187,microRNA mir-187,Gene; miRNA;
RF00675,mir-145,microRNA mir-145,Gene; miRNA;
RF00676,mir-127,microRNA mir-127,Gene; miRNA;
RF00677,MIR168,microRNA MIR168,Gene; miRNA;
RF00678,mir-140,microRNA mir-140,Gene; miRNA;
RF00679,mir-210,microRNA mir-210,Gene; miRNA;
RF00680,mir-224,mir-224 microRNA precursor family,Gene; miRNA;
RF00681,mir-198,mir-198 microRNA precursor family,Gene; miRNA;
RF00682,mir-144,microRNA mir-144,Gene; miRNA;
RF00683,mir-143,microRNA mir-143,Gene; miRNA;
RF00684,mir-122,mir-122 microRNA precursor,Gene; miRNA;
RF00685,mir-36,microRNA mir-36,Gene; miRNA;
RF00686,mir-338,microRNA mir-338,Gene; miRNA;
RF00687,mir-136,microRNA mir-136,Gene; miRNA;
RF00688,MIR394,microRNA MIR394,Gene; miRNA;
RF00689,MIR390,microRNA MIR390,Gene; miRNA;
RF00690,MIR408,microRNA MIR408,Gene; miRNA;
RF00691,mir-146,microRNA mir-146,Gene; miRNA;
RF00692,MIR171_2,microRNA MIR171_2,Gene; miRNA;
RF00693,mir-147,microRNA mir-147,Gene; miRNA;
RF00694,mir-137,microRNA mir-137,Gene; miRNA;
RF00695,MIR398,microRNA MIR398,Gene; miRNA;
RF00696,mir-203,microRNA mir-203,Gene; miRNA;
RF00697,mir-186,microRNA mir-186,Gene; miRNA;
RF00698,mir-489,microRNA mir-489,Gene; miRNA;
RF00699,mir-134,microRNA mir-134,Gene; miRNA;
RF00700,mir-375,microRNA mir-375,Gene; miRNA;
RF00701,mir-126,microRNA mir-126,Gene; miRNA;
RF00702,mir-182,microRNA mir-182,Gene; miRNA;
RF00703,mir-139,microRNA mir-139,Gene; miRNA;
RF00704,MIR397,microRNA MIR397,Gene; miRNA;
RF00705,mir-202,microRNA mir-202,Gene; miRNA;
RF00706,mir-263,mir-263 microRNA precursor family,Gene; miRNA;
RF00707,mir-197,microRNA mir-197,Gene; miRNA;
RF00708,mir-450,microRNA mir-450,Gene; miRNA;
RF00709,mir-455,mir-455 microRNA precursor family,Gene; miRNA;
RF00710,mir-44,microRNA mir-44,Gene; miRNA;
RF00711,mir-449,microRNA mir-449,Gene; miRNA;
RF00712,mir-460,microRNA mir-460,Gene; miRNA;
RF00713,mir-239,microRNA mir-239,Gene; miRNA;
RF00714,MIR535,microRNA MIR535,Gene; miRNA;
RF00715,mir-383,microRNA mir-383,Gene; miRNA;
RF00716,mir-3,microRNA mir-3,Gene; miRNA;
RF00717,mir-315,microRNA mir-315,Gene; miRNA;
RF00718,mir-431,mir-431 microRNA precursor family,Gene; miRNA;
RF00719,mir-326,microRNA mir-326,Gene; miRNA;
RF00720,mir-317,microRNA mir-317,Gene; miRNA;
RF00721,MIR475,microRNA MIR475,Gene; miRNA;
